pl_name,hostname,sy_dist,pl_orbper,pl_rade,pl_bmasse,pl_eqt,pl_orbeccen,pl_orbincl,st_teff,st_rad,st_mass,disc_year,discoverymethod,disc_facility
"HD 148156 b","HD 148156",57.12890000,1027.00000000000,,270.14400000,,0.520000,,6308.00,1.210000,1.220000,2009,"Radial Velocity","La Silla Observatory"
"HD 151450 c","HD 151450",43.60020000,18144.76236000000,,1636.18063924,,0.138000,42.36900,,,1.140000,2022,"Radial Velocity","Multiple Observatories"
"Kepler-286 d","Kepler-286",1226.85000000,5.91432300000,1.33000000,,,,,5580.00,0.863000,,2014,"Transit","Kepler"
"Kepler-54 b","Kepler-54",271.70100000,8.01094340000,2.10000000,,,,,3705.00,0.500000,0.510000,2012,"Transit","Kepler"
"Kepler-909 b","Kepler-909",309.59600000,13.93290318000,1.47000000,,,,,6154.00,1.230000,1.170000,2016,"Transit","Kepler"
"Kepler-1432 b","Kepler-1432",2171.87000000,23.91090110000,2.22000000,,,,,6031.00,1.130000,1.090000,2016,"Transit","Kepler"
"Kepler-497 b","Kepler-497",1291.98000000,3.57320367100,6.04000000,,,,,5834.00,1.110000,1.090000,2016,"Transit","Kepler"
"Kepler-127 b","Kepler-127",352.79400000,14.43588900000,1.40000000,,,,,6106.00,1.359000,,2014,"Transit","Kepler"
"Kepler-27 c","Kepler-27",1044.36000000,31.33090000000,4.90000000,4385.87000000,,,,5400.00,0.590000,0.650000,2011,"Transit","Kepler"
"Kepler-1436 b","Kepler-1436",2530.62000000,9.70571600000,1.31000000,,,,,5972.00,1.090000,1.060000,2016,"Transit","Kepler"
"Kepler-33 b","Kepler-33",1209.16000000,5.66793000000,1.74000000,,,0.000000,86.39000,5904.00,1.820000,1.291000,2011,"Transit","Kepler"
"K2-342 b","K2-342",208.35700000,11.56105200000,2.03000000,,861.00,,,5920.00,1.090000,1.010000,2021,"Transit","K2"
"Kepler-836 b","Kepler-836",980.03500000,11.36112327000,2.73000000,,,,,5895.00,1.040000,1.030000,2016,"Transit","Kepler"
"Kepler-1200 b","Kepler-1200",588.71500000,1.11854971700,1.06000000,,,,,4612.00,0.700000,0.740000,2016,"Transit","Kepler"
"Kepler-521 b","Kepler-521",830.63800000,22.20813214000,3.18000000,,,,,6406.00,1.460000,1.340000,2016,"Transit","Kepler"
"Kepler-370 c","Kepler-370",1167.94000000,19.02293000000,1.91000000,,,,,5852.00,0.900000,,2014,"Transit","Kepler"
"Kepler-1090 b","Kepler-1090",858.77000000,198.68017900000,2.25000000,,,,,5321.00,0.820000,0.860000,2016,"Transit","Kepler"
"HIP 5158 c","HIP 5158",51.60260000,9017.76000000000,,4780.16320000,,0.140000,,4813.00,0.754089,0.780000,2011,"Radial Velocity","La Silla Observatory"
"K2-384 b","K2-384",82.66030000,2.23152700000,1.07600000,,,,,3623.00,0.348000,0.330000,2022,"Transit","K2"
"Kepler-403 c","Kepler-403",840.26900000,54.28074900000,1.75000000,,,,,6090.00,1.329000,,2014,"Transit","Kepler"
"Kepler-133 b","Kepler-133",653.60000000,8.12997600000,1.76000000,,,,,5736.00,1.425000,,2014,"Transit","Kepler"
"24 Sex c","24 Sex",72.06910000,883.00000000000,,273.32000000,,0.290000,,5098.00,4.900000,1.540000,2010,"Radial Velocity","Lick Observatory"
"Kepler-305 c","Kepler-305",868.47700000,8.29100000000,3.30000000,6.00000000,,,,,0.800000,0.760000,2013,"Transit","Kepler"
"Kepler-195 c","Kepler-195",652.05100000,34.09686300000,1.55000000,,,,,5329.00,0.775000,,2014,"Transit","Kepler"
"Kepler-1551 b","Kepler-1551",1463.72000000,24.49736980000,2.66000000,,,,,6136.00,1.220000,1.140000,2016,"Transit","Kepler"
"Kepler-52 b","Kepler-52",321.54200000,7.87735650000,2.10000000,135.00000000,,,,4075.00,0.520000,0.540000,2012,"Transit","Kepler"
"K2-14 b","K2-14",364.04800000,8.36802000000,4.81000000,,488.00,,,3789.00,0.450000,0.470000,2015,"Transit","K2"
"Kepler-496 b","Kepler-496",605.27400000,8.30864937000,2.32000000,,,,,5293.00,0.820000,0.860000,2016,"Transit","Kepler"
"Kepler-46 c","Kepler-46",777.06000000,57.01100000000,,119.49900000,455.00,0.014600,87.40000,5155.00,0.938000,0.902000,2012,"Transit Timing Variations","Kepler"
"Kepler-1488 c","Kepler-1488",905.82500000,6.15826988200,1.65156749,,,,,5710.00,1.524000,1.003000,2021,"Transit","Kepler"
"Teegarden's Star b","Teegarden's Star",3.83078000,4.90634000000,,1.16000000,277.00,0.030000,,3034.00,0.120000,0.097000,2019,"Radial Velocity","Calar Alto Observatory"
"Kepler-1461 b","Kepler-1461",679.10600000,29.34947750000,2.03000000,,,,,4919.00,0.740000,0.790000,2016,"Transit","Kepler"
"Kepler-26 e","Kepler-26",335.30700000,46.82791500000,2.41000000,,,,,4486.00,0.571000,,2014,"Transit","Kepler"
"GJ 674 b","GJ 674",4.54896000,4.69380000000,,11.09000000,,0.200000,,3600.00,,0.350000,2007,"Radial Velocity","La Silla Observatory"
"OGLE-2012-BLG-0724L b","OGLE-2012-BLG-0724L",6700.00000000,,,150.00000000,,,,,,0.290000,2016,"Microlensing","OGLE"
"Kepler-1917 b","Kepler-1917",909.03700000,12.90240002000,1.88971288,,,,,5530.00,0.788000,0.882000,2021,"Transit","Kepler"
"Kepler-339 c","Kepler-339",616.63700000,6.98805500000,1.15000000,,,,,5631.00,0.802000,,2014,"Transit","Kepler"
"K2-157 c","K2-157",298.37300000,25.94200000000,,30.80000000,587.00,0.200000,,5334.00,0.860000,0.890000,2025,"Radial Velocity","Paranal Observatory"
"Kepler-1299 b","Kepler-1299",1404.94000000,19.94008740000,2.98000000,,,,,5609.00,0.910000,0.940000,2016,"Transit","Kepler"
"Kepler-1943 b","Kepler-1943",1004.55000000,4.85018014900,1.54869189,,,,,6032.00,0.973000,1.055000,2021,"Transit","Kepler"
"HD 11505 b","HD 11505",38.96790000,32669.22247000000,,2510.52658689,,0.144000,87.50500,,,1.030000,2022,"Radial Velocity","Multiple Observatories"
"HD 39855 b","HD 39855",23.25990000,3.24980000000,,8.50000000,,0.140000,,5576.00,,0.870000,2019,"Radial Velocity","Las Campanas Observatory"
"Kepler-1319 b","Kepler-1319",103.91700000,2.88676264500,1.34000000,,,,,3655.00,0.540000,0.560000,2016,"Transit","Kepler"
"HD 221287 b","HD 221287",55.92310000,456.10000000000,,982.05000000,,0.080000,,6304.00,,1.250000,2007,"Radial Velocity","La Silla Observatory"
"Kepler-1042 b","Kepler-1042",,10.13202575000,2.19000000,,,,,4815.00,0.720000,0.750000,2016,"Transit","Kepler"
"HD 1690 b","HD 1690",752.61500000,533.00000000000,,2793.72570000,,0.640000,,4374.00,21.660000,1.860000,2010,"Radial Velocity","La Silla Observatory"
"GJ 3021 b","GJ 3021",17.55590000,133.71000000000,,1071.04000000,350.00,0.511000,,5540.00,0.900000,0.900000,2000,"Radial Velocity","La Silla Observatory"
"Kepler-132 b","Kepler-132",349.54900000,6.17819600000,1.21000000,,,,,6003.00,1.178000,,2014,"Transit","Kepler"
"HD 27442 b","HD 27442",18.27040000,428.10000000000,,495.80000000,,0.060000,,4846.00,,1.230000,2000,"Radial Velocity","Anglo-Australian Telescope"
"Kepler-549 c","Kepler-549",635.14500000,117.04049800000,2.93000000,,,,,5360.00,0.840000,0.880000,2016,"Transit","Kepler"
"Kepler-276 b","Kepler-276",1144.86000000,14.12841000000,2.87000000,,,,,6105.00,1.046000,,2014,"Transit","Kepler"
"Kepler-250 d","Kepler-250",760.58500000,17.64831200000,2.18000000,,,,,5160.00,0.805000,,2014,"Transit","Kepler"
"Kepler-654 b","Kepler-654",974.12400000,13.72465129000,2.07000000,,,,,5865.00,1.110000,1.040000,2016,"Transit","Kepler"
"Kepler-1266 c","Kepler-1266",849.31200000,4.86631012000,1.68023962,,,,,4996.00,0.831000,0.791000,2021,"Transit","Kepler"
"Kepler-339 b","Kepler-339",616.63700000,4.97765600000,1.42000000,,,,,5631.00,0.802000,,2014,"Transit","Kepler"
"K2-111 c","K2-111",200.39400000,15.68050000000,,11.08000000,,0.071000,,5775.00,1.250000,0.840000,2020,"Radial Velocity","Multiple Observatories"
"Kepler-408 b","Kepler-408",88.78320000,2.46502000000,0.82000000,5.00000000,,,,6104.00,1.230000,1.080000,2014,"Transit","Kepler"
"OGLE-2014-BLG-1722L c","OGLE-2014-BLG-1722L",6400.00000000,,,83.70000000,,,,,,0.400000,2018,"Microlensing","OGLE"
"Kepler-1115 b","Kepler-1115",983.24500000,23.55407250000,1.70000000,,,,,8480.00,1.730000,1.600000,2016,"Transit","Kepler"
"OGLE-2018-BLG-0516L b","OGLE-2018-BLG-0516L",7000.00000000,,,20.10000000,,,,,,0.470000,2022,"Microlensing","OGLE"
"HD 67087 c","HD 67087",76.52170000,2374.00000000000,,1540.00000000,,0.760000,,6330.00,1.550000,1.360000,2015,"Radial Velocity","Multiple Observatories"
"GJ 3082 b","GJ 3082",16.61860000,11.94900000000,,8.20000000,,0.220000,,,,0.470000,2020,"Radial Velocity","Multiple Facilities"
"K2-101 b","K2-101",188.33000000,14.67624290000,2.00000000,,618.00,,,4927.00,0.760000,0.820000,2016,"Transit","K2"
"CoRoT-26 b","CoRoT-26",1045.18000000,4.20474000000,14.12000000,165.26000000,1600.00,0.000000,86.80000,5590.00,1.790000,1.090000,2013,"Transit","CoRoT"
"K2-224 c","K2-224",275.25500000,10.09489000000,2.41000000,,764.00,,,5620.00,0.840000,0.910000,2018,"Transit","K2"
"Kepler-28 b","Kepler-28",438.35900000,5.91000000000,1.95900000,1.63000000,,,,4499.30,0.664000,0.684000,2011,"Transit","Kepler"
"K2-35 c","K2-35",252.59600000,5.60835200000,1.93000000,,,0.120000,88.58000,4402.71,0.619575,0.701968,2016,"Transit","K2"
"Kepler-59 b","Kepler-59",1163.22000000,11.86817070000,1.10000000,,,,,6074.00,0.940000,1.040000,2012,"Transit","Kepler"
"Kepler-1377 b","Kepler-1377",1146.10000000,0.74092842200,1.25000000,,,,,5218.00,0.820000,0.860000,2016,"Transit","Kepler"
"GJ 581 b","GJ 581",6.29810000,5.36860000000,,20.50000000,,0.034200,47.00000,3500.00,0.302000,0.295000,2005,"Radial Velocity","La Silla Observatory"
"HD 17092 b","HD 17092",228.42200000,359.89999000000,,3219.61790000,,0.170000,,4326.00,13.580000,6.730000,2007,"Radial Velocity","McDonald Observatory"
"Kepler-1132 b","Kepler-1132",867.93100000,62.89162280000,2.35000000,,,,,5298.00,0.830000,0.870000,2016,"Transit","Kepler"
"Kepler-390 b","Kepler-390",435.27700000,6.73808800000,0.82000000,,,,,5166.00,0.776000,,2014,"Transit","Kepler"
"Kepler-1029 b","Kepler-1029",366.65600000,4.41769647900,1.26000000,,,,,5030.00,0.770000,0.820000,2016,"Transit","Kepler"
"Kepler-434 b","Kepler-434",1222.54000000,12.87470990000,12.67000000,908.96000000,1000.00,0.131000,86.46000,5977.00,1.380000,1.198000,2015,"Transit","Kepler"
"Kepler-713 b","Kepler-713",1089.87000000,7.41114100000,2.48000000,,,,,5785.00,0.990000,0.980000,2016,"Transit","Kepler"
"KMT-2021-BLG-0712L b","KMT-2021-BLG-0712L",3090.00000000,,,38.19000000,,,,,,0.220000,2023,"Microlensing","KMTNet"
"HD 191806 b","HD 191806",65.66680000,1603.38923000000,,2966.61035094,,0.213000,66.51900,,,1.070000,2016,"Radial Velocity","Haute-Provence Observatory"
"Kepler-721 b","Kepler-721",926.59800000,5.39202538800,2.64000000,,,,,5075.00,0.780000,0.820000,2016,"Transit","Kepler"
"Kepler-1634 b","Kepler-1634",617.33900000,374.87623900000,3.19000000,,,,,5474.00,0.890000,0.920000,2016,"Transit","Kepler"
"Kepler-111 c","Kepler-111",657.22300000,224.77833000000,7.08407580,222.47988490,352.20,0.176000,89.75600,5914.00,1.145000,1.118000,2014,"Transit","Kepler"
"HD 2638 b","HD 2638",54.96210000,3.44420000000,,133.48860000,,0.000000,,5186.00,0.940000,0.770000,2005,"Radial Velocity","La Silla Observatory"
"Kepler-1253 b","Kepler-1253",514.52400000,68.88619150000,1.33000000,,,,,5850.00,1.100000,0.970000,2016,"Transit","Kepler"
"Kepler-237 b","Kepler-237",657.82200000,4.71510600000,1.41000000,,,,,4861.00,0.725000,,2014,"Transit","Kepler"
"GJ 180 b","GJ 180",11.94070000,17.13300000000,,6.49000000,,0.070000,,,,0.430000,2014,"Radial Velocity","Multiple Observatories"
"BD+20 274 b","BD+20 274",1322.51000000,578.20000000000,,1334.88600000,,0.210000,,4296.00,17.300000,0.800000,2012,"Radial Velocity","McDonald Observatory"
"KMT-2017-BLG-2509L b","KMT-2017-BLG-2509L",7040.00000000,,,664.26137063,,,,,,0.460000,2021,"Microlensing","KMTNet"
"Kepler-310 b","Kepler-310",602.26800000,13.93069800000,1.19000000,,,,,5797.00,0.876000,,2014,"Transit","Kepler"
"Kepler-1680 b","Kepler-1680",310.31500000,8.77424000000,1.35954736,,,,,5021.00,0.723259,0.834000,2020,"Transit","Kepler"
"Kepler-1090 c","Kepler-1090",858.77000000,42.42720032000,3.29265785,,,,,5330.00,1.013000,0.869000,2021,"Transit","Kepler"
"Kepler-270 b","Kepler-270",948.78100000,11.47609400000,2.01000000,,,,,6067.00,1.461000,,2014,"Transit","Kepler"
"Kepler-1593 b","Kepler-1593",638.24900000,174.50983500000,3.17000000,,,,,4995.00,0.770000,0.810000,2016,"Transit","Kepler"
"Kepler-257 b","Kepler-257",780.25600000,2.38266700000,2.61000000,,,,,5180.00,1.037000,,2014,"Transit","Kepler"
"Kepler-1729 b","Kepler-1729",576.18100000,4.22097015400,3.89404186,,,,,3837.00,0.517000,0.544000,2021,"Transit","Kepler"
"Kepler-138 e","Kepler-138",66.86240000,38.23000000000,,0.43000000,292.00,0.112000,88.53000,3841.00,0.535000,0.535000,2022,"Transit Timing Variations","Multiple Observatories"
"HD 142 b","HD 142",26.18530000,351.43394000000,,396.96768034,,0.158000,,,,1.210000,2001,"Radial Velocity","Anglo-Australian Telescope"
"K2-147 b","K2-147",90.54940000,0.96193900000,1.47286006,,1077.00,0.380000,83.60000,3690.00,0.578000,0.563000,2018,"Transit","K2"
"Kepler-474 b","Kepler-474",841.49600000,5.66067293500,3.06000000,,,,,5785.00,1.080000,0.990000,2016,"Transit","Kepler"
"Kepler-728 b","Kepler-728",1765.23000000,5.74347726500,3.34000000,,,,,5660.00,0.930000,0.950000,2016,"Transit","Kepler"
"HD 143361 b","HD 143361",68.51460000,1039.15000000000,,1122.57556000,,0.197000,,5507.00,0.916000,0.968000,2008,"Radial Velocity","Las Campanas Observatory"
"OGLE-2017-BLG-1691L b","OGLE-2017-BLG-1691L",7290.00000000,,,14.62010672,,,,,,0.450000,2022,"Microlensing","OGLE"
"GJ 9689 b","GJ 9689",30.62030000,18.27000000000,,9.65000000,453.04,0.290000,,3836.00,0.570000,0.590000,2020,"Radial Velocity","Roque de los Muchachos Observatory"
"Kepler-124 d","Kepler-124",420.04600000,30.95085100000,1.11000000,,,,,4984.00,0.636000,,2014,"Transit","Kepler"
"Kepler-150 f","Kepler-150",891.09200000,637.20930000000,3.64000000,,,,90.00000,5528.00,0.905339,0.970000,2017,"Transit","Kepler"
"Kepler-1541 b","Kepler-1541",416.69200000,8.40691199000,1.16000000,,,,,5282.00,0.810000,0.860000,2016,"Transit","Kepler"
"OGLE-2018-BLG-0799L b","OGLE-2018-BLG-0799L",4050.00000000,,,82.63538582,,,,,,0.093000,2022,"Microlensing","OGLE"
"YZ Cet d","YZ Cet",3.71207000,4.65626000000,,1.09000000,356.70,0.070000,,3151.00,0.157000,0.142000,2017,"Radial Velocity","La Silla Observatory"
"HD 175607 b","HD 175607",40.33030000,29.01000000000,,8.98000000,,0.110000,,5392.00,0.700000,0.710000,2015,"Radial Velocity","La Silla Observatory"
"HD 179079 b","HD 179079",69.71160000,14.47900000000,,25.74423000,,0.049000,,5646.00,1.630000,1.140000,2008,"Radial Velocity","W. M. Keck Observatory"
"HD 215152 b","HD 215152",21.59740000,5.75999000000,,1.81900000,,0.000000,,4935.00,0.730000,0.770000,2018,"Radial Velocity","La Silla Observatory"
"TAP 26 b","TAP 26",121.40200000,10.79000000000,,527.59780000,,,,4620.00,1.170000,1.040000,2017,"Radial Velocity","Multiple Facilities"
"OGLE-TR-56 b","OGLE-TR-56",,1.21191890000,15.27800000,441.77000000,2212.00,,77.60000,6050.00,1.363000,1.228000,2002,"Transit","OGLE"
"Kepler-734 b","Kepler-734",1157.21000000,6.10485285600,3.56000000,,,,,5326.00,0.780000,0.850000,2016,"Transit","Kepler"
"HD 40307 c","HD 40307",12.93630000,9.61840000000,,6.60000000,,0.060000,,4956.00,,0.770000,2009,"Radial Velocity","La Silla Observatory"
"HD 7924 d","HD 7924",16.99220000,24.45100000000,,6.44000000,499.00,0.210000,,5075.00,0.782100,0.832000,2015,"Radial Velocity","W. M. Keck Observatory"
"HD 10180 f","HD 10180",38.96070000,122.74400000000,,22.94732600,,0.119000,,5911.00,1.109000,1.060000,2010,"Radial Velocity","La Silla Observatory"
"BD-08 2823 b","BD-08 2823",41.33420000,5.60000000000,,12.71320000,,0.150000,,4816.00,0.710000,0.500000,2009,"Radial Velocity","La Silla Observatory"
"HD 87883 b","HD 87883",18.29120000,3006.00000000000,,2005.49724817,,0.720000,16.80000,,,0.800000,2009,"Radial Velocity","Lick Observatory"
"NGTS-15 b","NGTS-15",786.48500000,3.27623000000,12.32987877,238.68913366,1146.00,0.000000,,5600.00,0.954000,0.995000,2021,"Transit","Next-Generation Transit Survey (NGTS)"
"HD 204313 b","HD 204313",47.79450000,2041.11539000000,,1466.77809830,,0.100000,72.91700,,,1.030000,2010,"Radial Velocity","La Silla Observatory"
"HD 4203 b","HD 4203",81.37950000,431.88000000000,,708.76090000,,0.520000,,5596.00,1.420000,1.250000,2001,"Radial Velocity","W. M. Keck Observatory"
"Kepler-1018 b","Kepler-1018",1010.01000000,49.10135140000,2.58000000,,,,,5518.00,0.880000,0.910000,2016,"Transit","Kepler"
"HD 134606 b","HD 134606",26.79090000,12.08900000000,,9.09000000,,0.092000,,5576.00,1.158000,1.046000,2024,"Radial Velocity","Multiple Observatories"
"GJ 9714 b","GJ 9714",20.51210000,19240.75467000000,,2988.54051102,,0.155000,155.32600,,,0.670000,2022,"Radial Velocity","Multiple Observatories"
"TIC 139270665 b","TIC 139270665",189.87500000,23.62400000000,7.22979255,147.15455244,703.00,0.105000,89.76000,5844.00,1.016000,1.035000,2024,"Transit","Transiting Exoplanet Survey Satellite (TESS)"
"HD 22496 b","HD 22496",13.59560000,5.09071000000,,5.57000000,573.00,,,4385.00,0.674000,0.684000,2021,"Radial Velocity","Paranal Observatory"
"Kepler-727 b","Kepler-727",831.84200000,5.15448441700,2.53000000,,,,,5441.00,0.860000,0.890000,2016,"Transit","Kepler"
"K2-268 c","K2-268",327.78300000,9.32752700000,2.69000000,,696.00,,,5106.00,0.780000,0.840000,2018,"Transit","K2"
"2MASS J22501512+2325342 b","2MASS J22501512+2325342",57.23090000,,,9534.85221000,1600.00,,,,,,2018,"Imaging","The 2 (Two) Micron All Sky Survey (2MASS)"
"8 UMi b","8 UMi",162.55200000,93.31000000000,,524.41687155,,0.062000,,4847.00,10.730000,1.510000,2015,"Radial Velocity","Bohyunsan Optical Astronomical Observatory"
"HIP 65891 b","HIP 65891",150.29200000,1079.55726000000,,1871.37366042,,0.128000,88.97300,,,2.490000,2015,"Radial Velocity","Multiple Observatories"
"HD 141937 b","HD 141937",33.36220000,653.21997000000,,3079.77270000,,0.410000,,5870.00,1.030000,1.090000,2002,"Radial Velocity","La Silla Observatory"
"HD 31253 b","HD 31253",58.14380000,466.00000000000,,197.05460000,,0.300000,,6130.00,1.750000,1.700000,2010,"Radial Velocity","W. M. Keck Observatory"
"K2-286 b","K2-286",76.14860000,27.35900000000,2.10000000,,347.00,,89.67000,3926.00,0.620000,0.640000,2018,"Transit","K2"
"Kepler-297 c","Kepler-297",692.14000000,74.92013700000,6.54000000,,,,,5619.00,0.915000,,2014,"Transit","Kepler"
"Kepler-454 b","Kepler-454",230.86900000,10.57375340000,2.37000000,5.40000000,916.00,0.320000,87.90000,5687.00,1.066000,1.030000,2015,"Transit","Kepler"
"HIP 67851 b","HIP 67851",64.11810000,89.23000000000,,365.50266805,,0.130000,,4840.00,5.450000,1.280000,2015,"Radial Velocity","Multiple Observatories"
"Kepler-1336 b","Kepler-1336",1126.64000000,23.19868100000,1.98000000,,,,,5512.00,1.300000,0.940000,2016,"Transit","Kepler"
"Kepler-1885 b","Kepler-1885",818.48200000,2.52255988100,1.51110555,,,,,5591.00,0.860000,0.977000,2021,"Transit","Kepler"
"Kepler-743 b","Kepler-743",278.98700000,3.17926292100,1.21000000,,,,,5486.00,0.850000,0.940000,2016,"Transit","Kepler"
"Kepler-1987 d","Kepler-1987",595.68300000,5.64491415400,2.66000000,,744.00,0.000000,88.57000,4769.00,0.714000,0.799000,2023,"Transit","Kepler"
"Kepler-965 b","Kepler-965",582.82800000,134.25272980000,3.38000000,,,,,5886.00,1.150000,1.050000,2016,"Transit","Kepler"
"Kepler-1126 b","Kepler-1126",635.73600000,108.59332900000,1.73000000,,,,,5798.00,0.930000,0.920000,2016,"Transit","Kepler"
"Kepler-1518 b","Kepler-1518",903.51000000,5.11177904000,3.05000000,,,,,6846.00,1.880000,1.540000,2016,"Transit","Kepler"
"K2-381 c","K2-381",145.70100000,16.03465600000,2.00000000,,,,,4473.00,0.675000,0.754000,2022,"Transit","K2"
"Kepler-1875 b","Kepler-1875",1660.45000000,34.45859909000,3.22686692,,,,,6161.00,0.862000,0.950000,2021,"Transit","Kepler"
"Kepler-130 b","Kepler-130",316.66300000,8.45745800000,1.02000000,,,,,5884.00,1.127000,,2014,"Transit","Kepler"
"K2-320 b","K2-320",108.74000000,1.99500000000,2.62000000,,698.00,,87.84000,3157.00,0.300000,0.117000,2020,"Transit","K2"
"K2-223 b","K2-223",198.60400000,0.50557000000,0.89000000,,,,89.70000,5859.00,1.000000,,2018,"Transit","K2"
"Kepler-310 c","Kepler-310",602.26800000,56.47542000000,3.38000000,,,,,5797.00,0.876000,,2014,"Transit","Kepler"
"K2-68 b","K2-68",168.65200000,8.05428000000,1.58000000,,,,,4746.00,0.675000,0.730000,2016,"Transit","K2"
"HD 134606 e","HD 134606",26.79090000,4.32030000000,,2.34000000,,0.200000,,5576.00,1.158000,1.046000,2024,"Radial Velocity","Multiple Observatories"
"Kepler-127 d","Kepler-127",352.79400000,48.63040800000,2.64000000,,,,,6106.00,1.359000,,2014,"Transit","Kepler"
"HATS-37 A b","HATS-37 A",211.89600000,4.33153660000,6.79265400,31.46517000,1085.00,0.000000,89.33000,5326.00,0.877000,0.843000,2020,"Transit","HATSouth"
"Kepler-1819 b","Kepler-1819",1363.19000000,16.48690033000,3.90351256,,,,,6090.00,1.071000,1.173000,2021,"Transit","Kepler"
"Kepler-1895 b","Kepler-1895",984.18700000,6.07029008900,2.11934728,,,,,5076.00,0.763000,0.860000,2021,"Transit","Kepler"
"Kepler-183 b","Kepler-183",1050.64000000,5.68794500000,2.06000000,,,,,5888.00,0.958000,,2014,"Transit","Kepler"
"Kepler-400 b","Kepler-400",845.97000000,9.02438900000,1.65000000,,,,,5886.00,1.145000,,2014,"Transit","Kepler"
"K2-184 b","K2-184",75.58570000,16.97801020000,1.47000000,,533.00,,,5245.00,0.750000,0.840000,2018,"Transit","K2"
"EPIC 201170410.02","EPIC 201170410",,6.79870000000,1.04700000,,,0.000000,89.00250,3648.00,0.282000,0.287000,2020,"Transit","K2"
"HD 104985 b","HD 104985",100.57600000,199.68000000000,,1766.80811451,,0.047000,,4738.00,11.120000,1.220000,2003,"Radial Velocity","Okayama Astrophysical Observatory"
"HIP 14810 c","HIP 14810",50.48000000,147.74700000000,,416.35730000,,0.156600,,5544.00,1.070000,1.010000,2006,"Radial Velocity","W. M. Keck Observatory"
"Kepler-1142 b","Kepler-1142",1273.51000000,18.30272480000,1.47000000,,,,,5685.00,0.960000,0.970000,2016,"Transit","Kepler"
"PSR B1257+12 b","PSR B1257+12",600.00000000,25.26200000000,,0.02000000,,0.000000,50.00000,,,1.400000,1994,"Pulsar Timing","Arecibo Observatory"
"Kepler-299 e","Kepler-299",1052.24000000,38.28548900000,1.87000000,,,,,5617.00,1.032000,,2014,"Transit","Kepler"
"Kepler-166 b","Kepler-166",603.53000000,7.65025400000,2.27000000,,,,,5413.00,0.742000,,2014,"Transit","Kepler"
"NY Vir c","NY Vir",544.02400000,8799.00000000000,,1760.77820000,,0.150000,,32780.00,0.151000,0.459000,2019,"Eclipse Timing Variations","Winer Observatory"
